dt,high,low,close
2023-08-23,1.2268689722248798,1.1349574449149387,1.2192097756755915
2023-08-26,1.243719555248858,1.1552545787322108,1.2268689722248798
2023-08-27,1.5332415090703373,1.2268689722248798,1.4489891783096844
2023-08-28,1.6481312103873833,1.4183518077532904,1.5715380761760196
2023-08-29,1.6174938398309902,1.5715380761760196,1.5945162501831245
2023-08-30,1.9889704238842594,1.5830271631795716,1.6557904069366725
2023-09-02,2.5519304278251784,1.9162071801271585,2.3910843784939217
2023-09-03,2.6438419551351195,2.222579716972616,2.452359119606709
2023-09-04,2.564951120394893,2.4140625525010266,2.54427064691665
2023-09-05,2.602481592537874,2.293045260200854,2.4983148832616795
2023-09-06,2.513633860719496,2.2991728511839797,2.3757659853953443
2023-09-09,2.4140625525010266,2.2336089132548524,2.314491244282557
2023-09-10,2.3757659853953443,2.276960772139576,2.3435970092727887
2023-09-11,2.452359119606709,2.2662377800987237,2.3221510251910855
2023-09-12,2.567248820923755,2.3030027416382444,2.3987441594024492
2023-09-13,2.452359119606709,2.3428309143100883,2.3428309143100883
2023-09-16,2.6009499869717123,2.412530946934865,2.5281861588553722
2023-09-17,2.555759733920203,2.4973956861782867,2.5289522538180726
2023-09-18,2.604779293066737,2.504442474244806,2.5174631668145206
2023-09-19,2.59022699493086,2.5174631668145206,2.5289522538180726
2023-09-20,2.567248820923755,2.5098039702652324,2.567248820923755
2023-09-23,2.8345586957008297,2.5289522538180726,2.759497751414867
2023-09-24,2.9885110590862585,2.7778799400050067,2.827665594114242
2023-09-25,2.9885110590862585,2.7847730415915946,2.865962161219924
2023-09-26,3.224418052703478,2.8965995317763173,3.0919116733997525
2023-09-30,3.447303769391744,3.0076593426390996,3.1263789344104103
2023-10-01,3.1416973275089877,3.009190948205262,3.074295579772313
2023-10-02,3.1034007604033054,3.0314030272496666,3.057444996748335
2023-10-03,3.1416973275089877,2.9885110590862585,3.0268076261919408
2023-10-04,3.095741563854017,2.969362775533418,3.0796570757927393
2023-10-07,3.149356524058276,3.0268076261919408,3.1416973275089877
2023-10-08,3.163143311590691,3.0114892330933642,3.065104193297623
2023-10-09,3.065104193297623,2.987744964123558,3.065104193297623
2023-10-10,3.065104193297623,3.03446682274123,3.065104193297623
2023-10-11,3.0363817679683613,2.973192665987682,3.0268076261919408
2023-10-14,3.0497858001990457,2.8268994991515415,3.0444243041786203
2023-10-15,3.0451898147820815,2.952512192509439,2.9885110590862585
2023-10-16,3.0076593426390996,2.973192665987682,2.9892771540489598
2023-10-17,2.9885110590862585,2.950214491980577,2.9885110590862585
2023-10-18,3.0337007277785286,2.919577121424183,2.9574909332281347
2023-10-21,3.217524366757651,2.991574854577822,3.0643380983349227
2023-10-22,3.1416973275089877,3.0428921142532186,3.1416973275089877
2023-10-23,3.2941175009690156,3.1225490439561465,3.2634801304126215
2023-10-24,3.3714767301430806,3.2795652028331386,3.3638175335937914
2023-10-25,3.6158090152722844,3.314031879484557,3.555300369122203
2023-10-28,3.555300369122203,3.448069864354445,3.524662998565809
2023-10-29,3.532322195115098,3.449601469920607,3.524662998565809
2023-10-30,3.754442401199902,3.487132526422828,3.5591296752172283
2023-10-31,3.6012561327771735,3.5121016123581716,3.5935969362278852
2023-11-01,3.677849266988538,3.6012561327771735,3.6204044163300146
2023-11-04,3.907628669622631,3.6012561327771735,3.8386947319605547
2023-11-05,4.2063420099187985,3.8118872518584253,3.8118872518584253
2023-11-06,4.022518370939678,3.907628669622631,4.014859174390389
2023-11-07,4.250000073044904,3.870863708083111,4.060814938045358
2023-11-08,4.175704639362405,3.984987898796697,4.041666654492517
2023-11-11,4.156556355809564,3.8961395826190772,3.8961395826190772
